publication_year,category,type,count
2022,Survey Methodology and Nonresponse,primary_topic,3
2022,Sustainability and Climate Change Governance,primary_topic,2
2022,Sustainability and Ecological Systems Analysis,primary_topic,3
2022,Sustainability and Innovation in Business,primary_topic,1
2022,Sustainability in Higher Education,primary_topic,5
2022,Sustainable Development and Environmental Policy,primary_topic,1
2022,Sustainable Finance and Green Bonds,primary_topic,2
2022,Sustainable Industrial Ecology,primary_topic,1
2022,Sustainable Supply Chain Management,primary_topic,8
2022,"Syntax, Semantics, Linguistic Variation",primary_topic,13
2022,Systemic Lupus Erythematosus Research,primary_topic,1
2022,Systems Engineering Methodologies and Applications,primary_topic,1
2022,Tactile and Sensory Interactions,primary_topic,6
2022,Taxation and Compliance Studies,primary_topic,7
2022,Teacher Education and Leadership Studies,primary_topic,6
2022,Teacher Professional Development and Motivation,primary_topic,3
2022,Teaching and Learning Programming,primary_topic,19
2022,Team Dynamics and Performance,primary_topic,13
2022,Technology Adoption and User Behaviour,primary_topic,11
2022,Technology Assessment and Management,primary_topic,2
2022,Technology and Data Analysis,primary_topic,1
2022,Technology and Human Factors in Education and Health,primary_topic,3
2022,Technology-Enhanced Education Studies,primary_topic,8
2022,Telemedicine and Telehealth Implementation,primary_topic,1
2022,"Terrorism, Counterterrorism, and Political Violence",primary_topic,3
2022,Text and Document Classification Technologies,primary_topic,2
2022,Theoretical Computer Science,subfield,1
2022,Topic Modeling,primary_topic,12
2022,"Tourism, Leisure and Hospitality Management",subfield,1
2022,Traffic Prediction and Management Techniques,primary_topic,3
2022,Translation Studies and Practices,primary_topic,5
2022,Transport and Economic Policies,primary_topic,2
2022,Transport and Logistics Innovations,primary_topic,1
2022,Transportation,subfield,15
2022,Transportation Planning and Optimization,primary_topic,8
2022,Transportation and Mobility Innovations,primary_topic,3
2022,University-Industry-Government Innovation Models,primary_topic,5
2022,Urban Design and Spatial Analysis,primary_topic,3
2022,Urban Planning and Governance,primary_topic,1
2022,Urban Planning and Landscape Design,primary_topic,1
2022,Urban Planning and Valuation,primary_topic,3
2022,Urban Studies,subfield,6
2022,Urban Transport and Accessibility,primary_topic,4
2022,Urban and Freight Transport Logistics,primary_topic,1
2022,Urban and Rural Development Challenges,primary_topic,1
2022,Urban and spatial planning,primary_topic,1
2022,"Urban, Neighborhood, and Segregation Studies",primary_topic,1
2022,"Urbanism, Landscape, and Tourism Studies",primary_topic,1
2022,Urbanization and City Planning,primary_topic,1
2022,Usability and User Interface Design,primary_topic,1
2022,Vaccine Coverage and Hesitancy,primary_topic,5
2022,Various Chemistry Research Topics,primary_topic,2
2022,Vehicle emissions and performance,primary_topic,1
2022,Veterinary,field,1
2022,Veterinary Equine Medical Research,primary_topic,1
2022,Video Analysis and Summarization,primary_topic,1
2022,"Violence, Religion, and Philosophy",primary_topic,2
2022,Virtual Reality Applications and Impacts,primary_topic,8
2022,Visual Arts and Performing Arts,subfield,3
2022,Visual Culture and Art Theory,primary_topic,1
2022,Visual and Cognitive Learning Processes,primary_topic,28
2022,Visual perception and processing mechanisms,primary_topic,3
2022,Vocational and Entrepreneurial Education,primary_topic,2
2022,Water Governance and Infrastructure,primary_topic,2
2022,Water Science and Technology,subfield,1
2022,Water resources management and optimization,primary_topic,3
2022,"Weber, Simmel, Sociological Theory",primary_topic,2
2022,Wikis in Education and Collaboration,primary_topic,1
2022,Wildlife Ecology and Conservation,primary_topic,3
2022,Wildlife-Road Interactions and Conservation,primary_topic,1
2022,Wireless Signal Modulation Classification,primary_topic,1
2022,Work-Family Balance Challenges,primary_topic,1
2022,Workplace Health and Well-being,primary_topic,1
2022,Workplace Spirituality and Leadership,primary_topic,2
2022,Workplace Violence and Bullying,primary_topic,1
2022,Writing and Handwriting Education,primary_topic,2
2022,Youth Development and Social Support,primary_topic,1
2022,Youth Education and Societal Dynamics,primary_topic,1
2022,"Youth, Drugs, and Violence",primary_topic,1
2022,demographic modeling and climate adaptation,primary_topic,4
2022,scientometrics and bibliometrics research,primary_topic,6
2023,3D Surveying and Cultural Heritage,primary_topic,3
2023,AI in Service Interactions,primary_topic,8
2023,AI-based Problem Solving and Planning,primary_topic,10
2023,Academic Research in Diverse Fields,primary_topic,4
2023,Academic and Historical Perspectives in Psychology,primary_topic,3
2023,Academic integrity and plagiarism,primary_topic,1
2023,Accounting,subfield,109
2023,Accounting Education and Careers,primary_topic,1
2023,Accounting and Organizational Management,primary_topic,11
2023,Acoustic Wave Phenomena Research,primary_topic,1
2023,Action Observation and Synchronization,primary_topic,6
2023,Acute Ischemic Stroke Management,primary_topic,1
2023,Acute Lymphoblastic Leukemia research,primary_topic,1
2023,Adaptive Control of Nonlinear Systems,primary_topic,1
2023,Advanced Authentication Protocols Security,primary_topic,3
2023,Advanced Battery Technologies Research,primary_topic,1
2023,Advanced Chemical Sensor Technologies,primary_topic,2
2023,Advanced Combinatorial Mathematics,primary_topic,1
2023,Advanced Computational Techniques in Science and Engineering,primary_topic,1
2023,Advanced Control Systems Optimization,primary_topic,1
2023,Advanced Database Systems and Queries,primary_topic,1
2023,Advanced Graph Neural Networks,primary_topic,2
2023,Advanced Image and Video Retrieval Techniques,primary_topic,1
2023,Advanced Malware Detection Techniques,primary_topic,1
2023,Advanced Manufacturing and Logistics Optimization,primary_topic,1
2023,Advanced Memory and Neural Computing,primary_topic,2
2023,Advanced Multi-Objective Optimization Algorithms,primary_topic,1
2023,Advanced Optical Network Technologies,primary_topic,1
2023,Advanced Queuing Theory Analysis,primary_topic,1
2023,Advanced Software Engineering Methodologies,primary_topic,2
2023,Advanced Statistical Methods and Models,primary_topic,1
2023,Advanced Text Analysis Techniques,primary_topic,6
2023,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,primary_topic,1
2023,Advanced Thermodynamics and Statistical Mechanics,primary_topic,6
2023,Advances in Oncology and Radiotherapy,primary_topic,1
2023,Adversarial Robustness in Machine Learning,primary_topic,6
2023,Advertising and Communication Studies,primary_topic,1
2023,Aerospace Engineering,subfield,3
2023,Aerospace Engineering and Control Systems,primary_topic,1
2023,Aesthetic Perception and Analysis,primary_topic,6
2023,African cultural and philosophical studies,primary_topic,1
2023,Aging,subfield,1
2023,Aging and Gerontology Research,primary_topic,1
2023,Agricultural Engineering and Mechanization,primary_topic,1
2023,Agricultural Innovations and Practices,primary_topic,3
2023,Agricultural Productivity and Crop Improvement,primary_topic,1
2023,Agricultural and Biological Sciences,field,42
2023,Agricultural and Environmental Management,primary_topic,1
2023,Agricultural risk and resilience,primary_topic,5
2023,Agriculture Sustainability and Environmental Impact,primary_topic,2
2023,Agriculture and Biological Studies,primary_topic,2
2023,Agriculture and Rural Development Research,primary_topic,1
2023,"Agriculture, Land Use, Rural Development",primary_topic,1
2023,Agronomy and Crop Science,subfield,2
2023,Air Quality Monitoring and Forecasting,primary_topic,4
2023,Air Quality and Health Impacts,primary_topic,3
2023,Air Traffic Management and Optimization,primary_topic,1
2023,Algorithms and Data Compression,primary_topic,1
2023,American Constitutional Law and Politics,primary_topic,1
2023,Analytical Chemistry,subfield,1
2023,Anarchism and Radical Politics,primary_topic,1
2023,Anatomy and Medical Technology,primary_topic,2
2023,Animal Behavior and Welfare Studies,primary_topic,1
2023,Animal Disease Management and Epidemiology,primary_topic,1
2023,Animal Nutrition and Health,primary_topic,2
2023,Animal and Plant Science Education,primary_topic,1
2023,Animal testing and alternatives,primary_topic,1
2023,Anomaly Detection Techniques and Applications,primary_topic,7
2023,Anthropology,subfield,6
2023,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",primary_topic,1
2023,Applied Mathematics,subfield,2
2023,Applied Psychology,subfield,37
2023,Archaeology and ancient environmental studies,primary_topic,1
2023,Archeology,subfield,1
2023,Architecture,subfield,1
2023,Architecture and Art History Studies,primary_topic,2
2023,Architecture and Computational Design,primary_topic,1
2023,Architecture and Cultural Influences,primary_topic,1
2023,"Architecture, Art, Education",primary_topic,2
2023,"Art, Technology, and Culture",primary_topic,2
2023,Artificial Intelligence,subfield,232
2023,Artificial Intelligence in Games,primary_topic,5
2023,Artificial Intelligence in Healthcare,primary_topic,1
2023,Artificial Intelligence in Healthcare and Education,primary_topic,10
2023,Artificial Intelligence in Law,primary_topic,2
2023,Arts and Humanities,field,164
2023,"Arts, Culture, and Music Studies",primary_topic,3
2023,Asian Culture and Media Studies,primary_topic,1
2023,Asian Studies and History,primary_topic,1
2023,Assembly Line Balancing Optimization,primary_topic,1
2023,Astronomy and Astrophysics,subfield,9
2023,"Atomic and Molecular Physics, and Optics",subfield,1
2023,Auction Theory and Applications,primary_topic,4
2023,"Auditing, Earnings Management, Governance",primary_topic,19
2023,Augmented Reality Applications,primary_topic,10
2023,Authorship Attribution and Profiling,primary_topic,1
2023,Autism Spectrum Disorder Research,primary_topic,1
2023,Automotive Engineering,subfield,18
2023,Autonomous Vehicle Technology and Safety,primary_topic,1
2023,Aviation Industry Analysis and Trends,primary_topic,3
2023,BIM and Construction Integration,primary_topic,6
2023,"Banking stability, regulation, efficiency",primary_topic,2
2023,Bayesian Methods and Mixture Models,primary_topic,3
2023,Bayesian Modeling and Causal Inference,primary_topic,11
2023,Behavioral Health and Interventions,primary_topic,28
2023,Behavioral and Psychological Studies,primary_topic,4
2023,Big Data Technologies and Applications,primary_topic,1
2023,Big Data and Business Intelligence,primary_topic,48
2023,Big Data and Digital Economy,primary_topic,1
2023,"Biochemistry, Genetics and Molecular Biology",field,23
2023,Bioinformatics and Genomic Networks,primary_topic,1
2023,Biomedical Engineering,subfield,14
2023,Biomedical and Engineering Education,primary_topic,1
2023,Biophysics,subfield,2
2023,Biotechnology and Related Fields,primary_topic,2
2023,Bipolar Disorder and Treatment,primary_topic,1
2023,Blockchain Technology Applications and Security,primary_topic,11
2023,Blockchain Technology in Education and Learning,primary_topic,1
2023,Bone and Dental Protein Studies,primary_topic,1
2023,Brain Tumor Detection and Classification,primary_topic,1
2023,Brazilian Legal Issues,primary_topic,2
2023,Building Energy and Comfort Optimization,primary_topic,4
2023,Building and Construction,subfield,14
2023,Business Process Modeling and Analysis,primary_topic,4
2023,Business Strategy and Innovation,primary_topic,14
2023,Business and Economic Development,primary_topic,4
2023,Business and International Management,subfield,8
2023,Business and Management Studies,primary_topic,11
2023,"Business, Innovation, and Economy",primary_topic,12
2023,"Business, Management and Accounting",field,728
2023,COVID-19 Digital Contact Tracing,primary_topic,3
2023,COVID-19 Pandemic Impacts,primary_topic,9
2023,COVID-19 and Mental Health,primary_topic,2
2023,COVID-19 diagnosis using AI,primary_topic,2
2023,COVID-19 epidemiological studies,primary_topic,5
2023,Capital Investment and Risk Analysis,primary_topic,1
2023,Cardiac Arrest and Resuscitation,primary_topic,1
2023,Cardiac Imaging and Diagnostics,primary_topic,1
2023,Cardiology and Cardiovascular Medicine,subfield,2
2023,Cardiovascular and exercise physiology,primary_topic,1
2023,Career Development and Diversity,primary_topic,2
2023,"Categorization, perception, and language",primary_topic,6
2023,Cell Biology,subfield,1
2023,Cell Image Analysis Techniques,primary_topic,2
2023,Chemistry,field,1
2023,Child Abuse and Trauma,primary_topic,1
2023,Child Development and Digital Technology,primary_topic,3
2023,Child Welfare and Adoption,primary_topic,1
2023,Child and Adolescent Psychosocial and Emotional Development,primary_topic,2
2023,Child and Animal Learning Development,primary_topic,16
2023,Childhood Cancer Survivors' Quality of Life,primary_topic,1
2023,Children's Physical and Motor Development,primary_topic,1
2023,Children's Rights and Participation,primary_topic,1
2023,China's Socioeconomic Reforms and Governance,primary_topic,3
2023,Civil and Structural Engineering,subfield,4
2023,Classical Philosophy and Thought,primary_topic,1
2023,Classical Studies and Philology,primary_topic,1
2023,Climate Change Communication and Perception,primary_topic,5
2023,Climate Change Policy and Economics,primary_topic,5
2023,Climate Change and Geoengineering,primary_topic,4
2023,"Climate Change, Adaptation, Migration",primary_topic,3
2023,Climate change impacts on agriculture,primary_topic,1
2023,Clinical Psychology,subfield,27
2023,Clinical Reasoning and Diagnostic Skills,primary_topic,20
2023,Clinical practice guidelines implementation,primary_topic,2
2023,Coastal Management and Development,primary_topic,1
2023,Coastal and Marine Management,primary_topic,2
2023,Cognitive Abilities and Testing,primary_topic,7
2023,Cognitive Computing and Networks,primary_topic,2
2023,Cognitive Neuroscience,subfield,159
2023,Cognitive Science and Education Research,primary_topic,9
2023,Cognitive Science and Mapping,primary_topic,32
2023,Cognitive and developmental aspects of mathematical skills,primary_topic,5
2023,Collaborative Governance in Public Administration and Management,primary_topic,1
2023,Collaborative Teaching and Inclusion,primary_topic,2
2023,Color perception and design,primary_topic,4
2023,Communication,subfield,19
2023,Communication and COVID-19 Impact,primary_topic,4
2023,Communication in Education and Healthcare,primary_topic,2
2023,Community Development and Social Impact,primary_topic,1
2023,Community Health and Development,primary_topic,1
2023,Competency Development and Evaluation,primary_topic,4
2023,Competitive and Knowledge Intelligence,primary_topic,2
2023,Complementary and alternative medicine,subfield,1
2023,Complex Network Analysis Techniques,primary_topic,16
2023,Complex Systems and Decision Making,primary_topic,88
2023,Complex Systems and Time Series Analysis,primary_topic,55
2023,"Computability, Logic, AI Algorithms",primary_topic,23
2023,Computational Drug Discovery Methods,primary_topic,2
2023,Computational Physics and Python Applications,primary_topic,2
2023,Computational Theory and Mathematics,subfield,28
2023,Computational and Text Analysis Methods,primary_topic,4
2023,Computer Graphics and Computer-Aided Design,subfield,2
2023,Computer Networks and Communications,subfield,17
2023,Computer Science,field,485
2023,Computer Science Applications,subfield,47
2023,Computer Vision and Pattern Recognition,subfield,56
2023,Concrete and Cement Materials Research,primary_topic,1
2023,Conflict Management and Negotiation,primary_topic,2
2023,"Conservation, Biodiversity, and Resource Management",primary_topic,1
2023,Constraint Satisfaction and Optimization,primary_topic,3
2023,Construction Project Management and Performance,primary_topic,8
2023,Consumer Attitudes and Food Labeling,primary_topic,2
2023,Consumer Behavior in Brand Consumption and Identification,primary_topic,11
2023,Consumer Market Behavior and Pricing,primary_topic,5
2023,Consumer Perception and Purchasing Behavior,primary_topic,1
2023,Consumer Retail Behavior Studies,primary_topic,13
2023,Consumer behavior in food and health,primary_topic,2
2023,Control Systems and Identification,primary_topic,3
2023,Control and Systems Engineering,subfield,19
2023,Cooperative Studies and Economics,primary_topic,2
2023,Corporate Finance and Governance,primary_topic,39
2023,Corporate Governance and Financial Management,primary_topic,1
2023,Corporate Governance and Management,primary_topic,3
2023,Corporate Identity and Reputation,primary_topic,2
2023,Corporate Insolvency and Governance,primary_topic,2
2023,Corporate Law and Human Rights,primary_topic,1
2023,Corporate Management and Leadership,primary_topic,1
2023,Corporate Social Responsibility Reporting,primary_topic,5
2023,Corporate Taxation and Avoidance,primary_topic,5
2023,Corruption and Economic Development,primary_topic,10
2023,Counseling Practices and Supervision,primary_topic,1
2023,"Crafts, Textile, and Design",primary_topic,2
2023,Creativity in Education and Neuroscience,primary_topic,189
2023,Credit Risk and Financial Regulations,primary_topic,1
2023,Crime Patterns and Interventions,primary_topic,3
2023,"Crime, Illicit Activities, and Governance",primary_topic,3
2023,Criminal Justice and Corrections Analysis,primary_topic,1
2023,Cultural Differences and Values,primary_topic,11
2023,Cultural Industries and Urban Development,primary_topic,2
2023,Cultural Studies,subfield,29
2023,Cultural and Sociopolitical Studies,primary_topic,3
2023,"Cultural, Linguistic, Economic Studies",primary_topic,1
2023,"Culture, Economy, and Development Studies",primary_topic,4
2023,Customer Service Quality and Loyalty,primary_topic,7
2023,Cutaneous Melanoma Detection and Management,primary_topic,1
2023,Cybercrime and Law Enforcement Studies,primary_topic,1
2023,Cybernetics and Technology in Society,primary_topic,3
2023,Cybersecurity and Cyber Warfare Studies,primary_topic,3
2023,Data Analysis with R,primary_topic,1
2023,Data Management and Algorithms,primary_topic,2
2023,Data Mining Algorithms and Applications,primary_topic,4
2023,Data Mining and Machine Learning Applications,primary_topic,1
2023,Data Privacy and Cybersecurity,primary_topic,1
2023,Data Quality and Management,primary_topic,2
2023,Data Stream Mining Techniques,primary_topic,3
2023,Data Visualization and Analytics,primary_topic,32
2023,Data-Driven Disease Surveillance,primary_topic,1
2023,Death Anxiety and Social Exclusion,primary_topic,1
2023,Deception detection and forensic psychology,primary_topic,3
2023,Decision Sciences,field,365
2023,Decision-Making and Behavioral Economics,primary_topic,109
2023,"Defense, Military, and Policy Studies",primary_topic,2
2023,Delphi Technique in Research,primary_topic,1
2023,Demography,subfield,17
2023,"Dental Education, Practice, Research",primary_topic,1
2023,Dental Implant Techniques and Outcomes,primary_topic,1
2023,Dentistry,field,1
2023,Design Education and Practice,primary_topic,68
2023,Development,subfield,24
2023,Developmental and Educational Psychology,subfield,117
2023,Dialysis and Renal Disease Management,primary_topic,1
2023,Diet and metabolism studies,primary_topic,1
2023,Digital Accessibility for Disabilities,primary_topic,2
2023,Digital Economy and Transformation,primary_topic,1
2023,Digital Economy and Work Transformation,primary_topic,13
2023,Digital Education and Society,primary_topic,2
2023,Digital Games and Media,primary_topic,3
2023,Digital Innovation in Industries,primary_topic,1
2023,Digital Marketing and Social Media,primary_topic,17
2023,Digital Media Forensic Detection,primary_topic,1
2023,Digital Media and Philosophy,primary_topic,1
2023,Digital Media and Visual Art,primary_topic,2
2023,Digital Mental Health Interventions,primary_topic,3
2023,Digital Platforms and Economics,primary_topic,12
2023,Digital Rights Management and Security,primary_topic,1
2023,Digital Transformation in Financial Services,primary_topic,1
2023,Digital Transformation in Industry,primary_topic,14
2023,Digital literacy in education,primary_topic,1
2023,Disaster Management and Resilience,primary_topic,8
2023,Discourse Analysis in Language Studies,primary_topic,9
2023,Discrete Mathematics and Combinatorics,subfield,1
2023,Distributed and Parallel Computing Systems,primary_topic,2
2023,Diverse Approaches in Healthcare and Education Studies,primary_topic,1
2023,Diverse Aspects of Tourism Research,primary_topic,4
2023,Diverse Educational Innovations Studies,primary_topic,7
2023,Diverse Music Education Insights,primary_topic,2
2023,Diverse academic and cultural studies,primary_topic,1
2023,Domain Adaptation and Few-Shot Learning,primary_topic,3
2023,Drilling and Well Engineering,primary_topic,1
2023,Dutch Social and Cultural Studies,primary_topic,2
2023,E-Government and Public Services,primary_topic,4
2023,E-Learning and Knowledge Management,primary_topic,2
2023,EEG and Brain-Computer Interfaces,primary_topic,5
2023,EFL/ESL Teaching and Learning,primary_topic,12
2023,EU Law and Policy Analysis,primary_topic,1
2023,Early Childhood Education and Development,primary_topic,8
2023,Earth and Planetary Sciences,field,6
2023,Eating Disorders and Behaviors,primary_topic,1
2023,Ecological Modeling,subfield,5
2023,Ecology,subfield,8
2023,"Ecology, Conservation, and Geographical Studies",primary_topic,1
2023,"Ecology, Evolution, Behavior and Systematics",subfield,2
2023,Economic Development and Digital Transformation,primary_topic,6
2023,Economic Growth and Development,primary_topic,3
2023,Economic Growth and Productivity,primary_topic,13
2023,Economic Issues in Ukraine,primary_topic,2
2023,Economic Policies and Impacts,primary_topic,1
2023,Economic Theory and Institutions,primary_topic,148
2023,Economic Theory and Policy,primary_topic,3
2023,Economic Zones and Regional Development,primary_topic,1
2023,Economic and Business Development Strategies,primary_topic,2
2023,Economic and Business Studies,primary_topic,1
2023,Economic and Environmental Valuation,primary_topic,18
2023,Economic and Fiscal Studies,primary_topic,4
2023,Economic and Social Issues,primary_topic,3
2023,Economic and Technological Developments in Russia,primary_topic,7
2023,Economic and Technological Innovation,primary_topic,12
2023,Economic and Technological Systems Analysis,primary_topic,3
2023,Economic theories and models,primary_topic,33
2023,"Economic, Social, and Public Health Issues in Russia and Globally",primary_topic,1
2023,Economics and Econometrics,subfield,433
2023,Economics of Agriculture and Food Markets,primary_topic,1
2023,"Economics, Econometrics and Finance",field,487
2023,Ecosystem dynamics and resilience,primary_topic,1
2023,Edcuational Technology Systems,primary_topic,1
2023,Education,subfield,189
2023,Education Methods and Technologies,primary_topic,8
2023,Education Pedagogy and Practices,primary_topic,4
2023,Education Practices and Challenges,primary_topic,2
2023,Education and Character Development,primary_topic,1
2023,Education and Communication Studies,primary_topic,1
2023,Education and Critical Thinking Development,primary_topic,22
2023,Education and Cultural Studies,primary_topic,1
2023,Education and Digital Technologies,primary_topic,6
2023,Education and Learning Interventions,primary_topic,1
2023,Education and Public Policy,primary_topic,13
2023,Education and Teacher Training,primary_topic,6
2023,Education and Technology Integration,primary_topic,2
2023,Education during COVID-19 pandemic,primary_topic,2
2023,"Education, Achievement, and Giftedness",primary_topic,22
2023,"Education, Healthcare and Sociology Research",primary_topic,6
2023,"Education, Leadership, and Health Research",primary_topic,1
2023,"Education, sociology, and vocational training",primary_topic,2
2023,Educational Assessment and Improvement,primary_topic,1
2023,Educational Assessment and Pedagogy,primary_topic,3
2023,Educational Curriculum and Learning Methods,primary_topic,1
2023,Educational Environments and Student Outcomes,primary_topic,3
2023,Educational Games and Gamification,primary_topic,8
2023,Educational Leadership and Administration,primary_topic,4
2023,Educational Methods and Impacts,primary_topic,2
2023,Educational Methods and Media Use,primary_topic,1
2023,Educational Methods and Outcomes,primary_topic,1
2023,Educational Methods and Teacher Development,primary_topic,2
2023,Educational Outcomes and Influences,primary_topic,3
2023,Educational Reforms and Innovations,primary_topic,1
2023,Educational Research and Science Teaching,primary_topic,3
2023,Educational Strategies and Epistemologies,primary_topic,11
2023,Educational and Psychological Assessments,primary_topic,2
2023,Educational and Social Studies,primary_topic,1
2023,Educational theories and practices,primary_topic,3
2023,Educator Training and Historical Pedagogy,primary_topic,3
2023,Efficiency Analysis Using DEA,primary_topic,2
2023,Electoral Systems and Political Participation,primary_topic,27
2023,Electric Power System Optimization,primary_topic,2
2023,Electric Vehicles and Infrastructure,primary_topic,3
2023,Electrical and Electronic Engineering,subfield,12
2023,Electronic Health Records Systems,primary_topic,2
2023,Elite Sociology and Global Capitalism,primary_topic,2
2023,Embedded Systems Design Techniques,primary_topic,1
2023,Embodied and Extended Cognition,primary_topic,30
2023,Emergency Medical Services,subfield,1
2023,Emergency Medicine,subfield,1
2023,Emotional Intelligence and Performance,primary_topic,6
2023,Emotional Labor in Professions,primary_topic,1
2023,Emotions and Moral Behavior,primary_topic,1
2023,Empathy and Medical Education,primary_topic,1
2023,Employee Performance and Management,primary_topic,2
2023,Employer Branding and e-HRM,primary_topic,1
2023,Employment and Welfare Studies,primary_topic,10
2023,"Employment, Labor, and Gender Studies",primary_topic,1
2023,Energy,field,8
2023,Energy Efficiency and Management,primary_topic,4
2023,Energy Efficient Wireless Sensor Networks,primary_topic,4
2023,Energy Load and Power Forecasting,primary_topic,1
2023,Energy and Environment Impacts,primary_topic,4
2023,"Energy, Environment, Economic Growth",primary_topic,17
2023,"Energy, Environment, and Transportation Policies",primary_topic,3
2023,Engineering,field,224
2023,Engineering Education and Curriculum Development,primary_topic,3
2023,Engineering and Environmental Studies,primary_topic,1
2023,Engineering and Materials Science Studies,primary_topic,1
2023,Entrepreneurship Studies and Influences,primary_topic,44
2023,Environmental Chemistry,subfield,3
2023,Environmental Conservation and Management,primary_topic,1
2023,Environmental Education and Sustainability,primary_topic,18
2023,Environmental Engineering,subfield,7
2023,Environmental Science,field,92
2023,Environmental Sustainability and Education,primary_topic,1
2023,Environmental Sustainability in Business,primary_topic,16
2023,Environmental and Social Impact Assessments,primary_topic,1
2023,Epidemiology,subfield,4
2023,"Epistemology, Ethics, and Metaphysics",primary_topic,8
2023,Ergonomics and Human Factors,primary_topic,2
2023,Ethics and Social Impacts of AI,primary_topic,36
2023,Ethics in Business and Education,primary_topic,17
2023,European Union Policy and Governance,primary_topic,1
2023,European and International Law Studies,primary_topic,1
2023,Evacuation and Crowd Dynamics,primary_topic,2
2023,Evaluation and Performance Assessment,primary_topic,6
2023,Evaluation of Teaching Practices,primary_topic,2
2023,Evolution and Genetic Dynamics,primary_topic,1
2023,Evolution and Paleontology Studies,primary_topic,1
2023,Evolutionary Algorithms and Applications,primary_topic,4
2023,Evolutionary Game Theory and Cooperation,primary_topic,35
2023,Evolutionary Psychology and Human Behavior,primary_topic,2
2023,Experimental Behavioral Economics Studies,primary_topic,37
2023,Experimental Learning in Engineering,primary_topic,1
2023,Experimental and Cognitive Psychology,subfield,285
2023,Experimental and Theoretical Physics Studies,primary_topic,1
2023,Explainable Artificial Intelligence (XAI),primary_topic,25
2023,Face Recognition and Perception,primary_topic,1
2023,Face and Expression Recognition,primary_topic,3
2023,Facility Location and Emergency Management,primary_topic,2
2023,Families in Therapy and Culture,primary_topic,4
2023,Family Business Performance and Succession,primary_topic,18
2023,Family Practice,subfield,20
2023,Family and Patient Care in Intensive Care Units,primary_topic,1
2023,Feminist Epistemology and Gender Studies,primary_topic,8
2023,"FinTech, Crowdfunding, Digital Finance",primary_topic,9
2023,Finance,subfield,31
2023,Financial Analysis and Corporate Governance,primary_topic,2
2023,Financial Literacy and Behavior,primary_topic,3
2023,"Financial Literacy, Pension, Retirement Analysis",primary_topic,13
2023,Financial Markets and Investment Strategies,primary_topic,22
2023,Financial Reporting and Valuation Research,primary_topic,4
2023,Firm Innovation and Growth,primary_topic,18
2023,Fiscal Policies and Political Economy,primary_topic,1
2023,Fiscal Policy and Economic Growth,primary_topic,9
2023,Flexible and Reconfigurable Manufacturing Systems,primary_topic,3
2023,Flood Risk Assessment and Management,primary_topic,4
2023,Food Industry and Aquatic Biology,primary_topic,2
2023,Food Science,subfield,4
2023,Food Security and Health in Diverse Populations,primary_topic,1
2023,Food Security and Socioeconomic Dynamics,primary_topic,1
2023,Food Waste Reduction and Sustainability,primary_topic,2
2023,Forecasting Techniques and Applications,primary_topic,10
2023,Foreign Language Teaching Methods,primary_topic,2
2023,"Foucault, Power, and Ethics",primary_topic,2
2023,Franchising Strategies and Performance,primary_topic,1
2023,Free Will and Agency,primary_topic,3
2023,French Urban and Social Studies,primary_topic,5
2023,Functional Brain Connectivity Studies,primary_topic,2
2023,Fuzzy Logic and Control Systems,primary_topic,1
2023,Gambling Behavior and Treatments,primary_topic,4
2023,Game Theory and Applications,primary_topic,8
2023,Gaze Tracking and Assistive Technology,primary_topic,2
2023,Gender Diversity and Inequality,primary_topic,7
2023,Gender Studies,subfield,15
2023,Gender Studies in Language,primary_topic,3
2023,Gender and Technology in Education,primary_topic,1
2023,"Gender, Feminism, and Media",primary_topic,1
2023,"Gender, Labor, and Family Dynamics",primary_topic,3
2023,Gene Regulatory Network Analysis,primary_topic,7
2023,Gene expression and cancer classification,primary_topic,1
2023,General Agricultural and Biological Sciences,subfield,17
2023,General Arts and Humanities,subfield,3
2023,General Decision Sciences,subfield,109
2023,"General Economics, Econometrics and Finance",subfield,23
2023,General Energy,subfield,1
2023,General Health Professions,subfield,49
2023,General Materials Science,subfield,1
2023,General Psychology,subfield,3
2023,General Social Sciences,subfield,7
2023,Generative Adversarial Networks and Image Synthesis,primary_topic,3
2023,Genetic factors in colorectal cancer,primary_topic,1
2023,Genetically Modified Organisms Research,primary_topic,1
2023,Genetics,subfield,2
2023,"Genetics, Aging, and Longevity in Model Organisms",primary_topic,1
2023,"Genetics, Bioinformatics, and Biomedical Research",primary_topic,2
2023,Geographic Information Systems Studies,primary_topic,6
2023,Geographies of human-animal interactions,primary_topic,1
2023,"Geography, Planning and Development",subfield,10
2023,Geological and Geophysical Studies,primary_topic,1
2023,Geology,subfield,4
2023,Geometry and Topology,subfield,2
2023,Geriatric Care and Nursing Homes,primary_topic,1
2023,German Literature and Culture Studies,primary_topic,2
2023,German Social Sciences and History,primary_topic,1
2023,Global Economic and Social Development,primary_topic,2
2023,Global Education and Multiculturalism,primary_topic,4
2023,Global Educational Reforms and Inequalities,primary_topic,1
2023,Global Energy Security and Policy,primary_topic,1
2023,"Global History, Politics, and Ideology",primary_topic,1
2023,Global Public Health Policies and Epidemiology,primary_topic,3
2023,Global Security and Public Health,primary_topic,1
2023,Global Trade and Competitiveness,primary_topic,1
2023,Global and Cross-Cultural Management,primary_topic,4
